duration_ms,danceability,speechiness,popularity
208790,0.332,0.406,41
209620,0.619,0.0517,44
151573,0.627,0.0383,45
232640,0.765,0.235,41
150354,0.664,0.223,41
251880,0.796,0.0702,53
196800,0.802,0.0312,42
174268,0.755,0.0492,47
228587,0.508,0.0651,44
243717,0.661,0.041,42
211493,0.775,0.162,51
251640,0.673,0.0794,42
147859,0.697,0.0462,42
161985,0.562,0.111,40
270307,0.509,0.0385,40
216000,0.752,0.0862,43
190025,0.6,0.0397,44
184402,0.62,0.348,46
203240,0.429,0.0306,43
259464,0.687,0.108,44
214922,0.82,0.0499,47
240917,0.392,0.0437,42
353307,0.782,0.0472,43
198384,0.663,0.0508,47
164295,0.67,0.12,41
168475,0.744,0.331,48
303539,0.617,0.247,45
304527,0.378,0.0484,45
217947,0.568,0.0439,51
200448,0.57,0.227,41
336560,0.674,0.0343,46
165417,0.653,0.0611,40
199430,0.714,0.0529,48
186180,0.74,0.347,43
238706,0.737,0.122,46
228884,0.7,0.0466,42
193760,0.649,0.312,44
215143,0.756,0.0906,39
211148,0.756,0.277,40
340392,0.641,0.0734,45
219960,0.522,0.0417,44
175880,0.859,0.0723,45
224867,0.704,0.0863,38
234313,0.717,0.286,40
229724,0.681,0.212,61
196587,0.849,0.141,50
308240,0.637,0.0686,44
170224,0.597,0.0329,40
245293,0.692,0.354,40
190960,0.72,0.0302,53
162613,0.552,0.0369,42
196373,0.692,0.0924,44
182526,0.483,0.357,48
229303,0.537,0.0304,45
260075,0.811,0.0552,44
161773,0.754,0.0776,54
218888,0.331,0.0611,43
196584,0.608,0.0686,50
239733,0.512,0.0532,40
221500,0.665,0.0885,41
156960,0.867,0.0853,44
251440,0.597,0.051,41
254449,0.513,0.0733,41
205297,0.842,0.103,38
193520,0.617,0.0742,47
273627,0.712,0.0467,43
383200,0.361,0.0479,38
205531,0.633,0.365,46
260827,0.619,0.332,49
205200,0.66,0.0395,41
280427,0.544,0.0362,50
226720,0.579,0.213,44
185067,0.74,0.037,50
275293,0.76,0.0405,49
289000,0.624,0.0387,53
199173,0.751,0.0684,43
205787,0.677,0.0317,45
235528,0.914,0.241,48
235253,0.525,0.045,55
181440,0.8,0.0459,43
201756,0.728,0.0587,50
212603,0.531,0.0619,44
206907,0.599,0.0723,41
252533,0.752,0.0507,51
136907,0.791,0.149,49
259213,0.79,0.259,41
206050,0.706,0.0753,47
198562,0.717,0.0398,44
273947,0.568,0.0458,46
160973,0.876,0.346,44
222907,0.68,0.234,44
207638,0.751,0.04,40
185260,0.923,0.384,43
221240,0.718,0.265,41
238810,0.902,0.0554,41
204737,0.476,0.0984,40
165510,0.615,0.101,40
201362,0.749,0.0446,49
304413,0.667,0.0789,39
301060,0.535,0.0407,49
204464,0.672,0.539,44
197500,0.684,0.0321,41
226747,0.679,0.112,43
259667,0.833,0.127,48
319622,0.745,0.0424,42
287869,0.638,0.0332,43
275067,0.68,0.0398,45
231733,0.367,0.0454,40
187363,0.722,0.0789,41
244107,0.379,0.32,40
226147,0.669,0.213,48
231000,0.417,0.0441,40
204480,0.803,0.115,46
242013,0.406,0.0298,43
211173,0.659,0.027,43
272067,0.861,0.174,47
191793,0.488,0.0387,48
232308,0.834,0.0608,44
274157,0.684,0.0475,44
262373,0.66,0.0389,47
245773,0.681,0.0597,47
230746,0.913,0.311,49
341934,0.758,0.0452,46
213287,0.54,0.0703,44
225467,0.575,0.336,45
201147,0.879,0.174,48
137718,0.754,0.143,43
193667,0.731,0.231,47
198000,0.687,0.204,45
286145,0.899,0.201,44
237267,0.647,0.0706,40
156880,0.661,0.0313,43
255139,0.826,0.392,43
238200,0.835,0.146,46
335867,0.725,0.0994,47
255317,0.526,0.389,46
108507,0.665,0.281,43
301782,0.667,0.0399,45
216878,0.56,0.0333,43
205836,0.649,0.0305,41
188411,0.744,0.105,44
156240,0.668,0.225,41
211333,0.746,0.054,54
140899,0.629,0.179,43
255199,0.406,0.15,43
293120,0.356,0.0407,44
199143,0.648,0.0755,40
154963,0.525,0.344,47
242207,0.743,0.0541,39
220012,0.678,0.451,37
192197,0.536,0.156,45
196069,0.782,0.107,47
210760,0.647,0.15,40
265160,0.554,0.443,44
203533,0.714,0.0398,51
281853,0.394,0.0635,42
162067,0.65,0.0312,45
210798,0.744,0.0573,43
259493,0.622,0.0547,47
276653,0.826,0.0425,43
190745,0.476,0.287,49
234333,0.451,0.0525,44
212200,0.751,0.266,47
468420,0.384,0.196,43
137875,0.54,0.0314,44
222442,0.745,0.146,44
216000,0.719,0.149,43
261000,0.839,0.0641,38
277500,0.734,0.0835,43
221944,0.67,0.0574,53
278027,0.625,0.0238,46
181560,0.811,0.0407,46
262520,0.679,0.251,41
247347,0.535,0.0435,54
225254,0.793,0.0455,44
286900,0.802,0.0613,41
403787,0.657,0.295,43
272468,0.437,0.0682,40
264960,0.71,0.0325,44
345053,0.457,0.0297,42
242027,0.56,0.0527,43
239520,0.69,0.0318,49
192997,0.616,0.0886,43
244770,0.503,0.285,42
187889,0.759,0.0858,48
334972,0.382,0.0518,39
197147,0.881,0.0431,40
263414,0.707,0.105,42
258508,0.604,0.0313,39
224173,0.629,0.0996,41
244078,0.516,0.0469,44
203640,0.624,0.0556,41
224681,0.8,0.168,43
275054,0.446,0.349,44
144196,0.788,0.0705,40
215253,0.682,0.0375,40
166500,0.674,0.422,42
192264,0.846,0.306,42
195692,0.792,0.0572,44
244013,0.682,0.0435,42
332057,0.5,0.0523,40
251310,0.443,0.0917,44
221280,0.8,0.103,52
228476,0.535,0.0557,40
256267,0.419,0.0318,42
249000,0.557,0.0286,46
264202,0.695,0.163,41
230680,0.879,0.189,40
222013,0.706,0.0843,47
373027,0.857,0.352,47
265333,0.355,0.0323,47
255760,0.469,0.0526,41
284987,0.626,0.19,38
216493,0.782,0.169,42
239080,0.775,0.0957,39
271480,0.373,0.0434,43
230895,0.522,0.14,45
191720,0.842,0.24,43
204783,0.521,0.074,47
203912,0.866,0.0809,43
135952,0.441,0.0381,44
162596,0.65,0.0476,41
205693,0.623,0.038,39
200013,0.532,0.0488,40
325960,0.455,0.0313,44
183040,0.694,0.34,45
225933,0.713,0.233,47
179372,0.647,0.0608,45
183155,0.914,0.318,43
220068,0.662,0.126,45
259834,0.737,0.237,38
240333,0.647,0.0595,46
174492,0.64,0.35,52
244346,0.85,0.0512,41
290933,0.498,0.0348,50
216660,0.647,0.135,52
232613,0.41,0.0528,48
165487,0.567,0.261,40
225333,0.564,0.0766,39
293040,0.468,0.027,50
249907,0.759,0.0481,47
169685,0.718,0.0578,57
207280,0.675,0.12,42
248635,0.452,0.262,42
188682,0.449,0.136,40
256159,0.6,0.293,41
290800,0.574,0.0537,43
202478,0.458,0.181,41
188453,0.689,0.0401,51
188440,0.672,0.0725,40
212020,0.907,0.312,41
167650,0.657,0.0331,40
221253,0.823,0.287,40
147867,0.439,0.514,45
198373,0.501,0.0507,40
255320,0.464,0.0325,49
209883,0.693,0.0815,49
222680,0.655,0.0352,47
213933,0.756,0.0521,46
238670,0.63,0.153,41
246853,0.85,0.0829,47
323184,0.743,0.366,48
307827,0.593,0.051,43
171064,0.79,0.062,39
226549,0.808,0.151,43
84811,0.856,0.0476,41
334840,0.474,0.124,47
217280,0.54,0.366,39
239800,0.55,0.0862,40
269947,0.401,0.0733,43
218840,0.318,0.108,47
228560,0.605,0.0646,40
250080,0.622,0.0386,43
204267,0.715,0.0446,51
206443,0.56,0.083,47
280544,0.683,0.12,38
257133,0.875,0.321,44
210613,0.574,0.106,43
216515,0.662,0.325,49
274000,0.276,0.0447,50
221018,0.55,0.129,42
194879,0.65,0.791,42
244413,0.277,0.062,46
195952,0.422,0.159,43
263933,0.505,0.0604,44
280467,0.844,0.0516,48
204627,0.638,0.0417,42
189337,0.523,0.0347,49
204874,0.734,0.0407,49
203936,0.755,0.148,66
205790,0.667,0.323,45
199554,0.913,0.0368,49
217054,0.626,0.0553,44
62920,0.671,0.0363,39
279329,0.833,0.0426,41
277457,0.583,0.0749,41
194027,0.753,0.295,41
214720,0.462,0.129,38
71795,0.344,0.0343,40
236009,0.802,0.0414,40
180349,0.58,0.127,39
162562,0.787,0.229,43
225985,0.722,0.218,41
226408,0.468,0.0722,39
285158,0.751,0.0788,42
221666,0.774,0.0337,52
204421,0.78,0.208,47
264640,0.634,0.0689,46
360400,0.471,0.0356,47
225013,0.647,0.117,48
201212,0.494,0.0962,43
261600,0.745,0.0636,43
192120,0.623,0.0732,44
237080,0.794,0.135,48
268933,0.834,0.369,46
227187,0.558,0.0602,41
246907,0.44,0.0966,44
290926,0.8,0.237,43
165738,0.728,0.0953,41
223467,0.74,0.061,49
221698,0.577,0.0604,38
194493,0.775,0.288,45
335867,0.601,0.0348,50
288267,0.625,0.0307,44
219812,0.505,0.155,43
243787,0.369,0.143,45
183429,0.618,0.0503,40
271160,0.867,0.241,46
276787,0.819,0.0756,50
204040,0.586,0.361,53
213519,0.5,0.0592,39
315000,0.491,0.028,42
214800,0.452,0.0906,46
251654,0.904,0.132,44
253907,0.699,0.312,44
267572,0.578,0.0366,38
557453,0.531,0.0746,40
196194,0.707,0.0683,39
274067,0.545,0.107,39
223693,0.849,0.154,49
382000,0.603,0.0982,47
180187,0.641,0.062,40
167680,0.571,0.16,43
272053,0.827,0.148,41
200013,0.689,0.0665,47
271709,0.83,0.0585,47
246622,0.555,0.35,41
215787,0.621,0.0444,50
190080,0.762,0.207,41
147707,0.845,0.108,40
201792,0.789,0.123,43
223493,0.707,0.0594,43
192507,0.763,0.165,43
182834,0.735,0.0427,42
227219,0.469,0.0372,45
201447,0.753,0.0744,54
202293,0.649,0.0417,47
444800,0.461,0.0548,44
219276,0.374,0.158,44
274480,0.653,0.17,40
247960,0.722,0.0508,41
111591,0.919,0.195,46
119973,0.45,0.044,41
239813,0.295,0.0326,40
116288,0.456,0.43,45
297800,0.637,0.108,43
269259,0.786,0.0674,46
225923,0.594,0.301,47
304493,0.551,0.54,45
285284,0.503,0.0376,41
178213,0.771,0.174,52
166776,0.455,0.237,42
239147,0.706,0.132,50
158173,0.777,0.13,46
206907,0.761,0.413,44
286533,0.716,0.0314,45
217203,0.411,0.0308,45
190200,0.617,0.309,38
224267,0.787,0.252,48
206053,0.759,0.169,49
162627,0.804,0.0284,49
211102,0.843,0.0793,42
211627,0.67,0.0445,49
223120,0.73,0.0524,44
187080,0.629,0.18,44
209360,0.685,0.202,47
259475,0.532,0.0587,46
217234,0.796,0.0725,40
213835,0.757,0.0504,39
203898,0.688,0.0687,50
275267,0.719,0.208,49
238500,0.561,0.0445,48
247410,0.4,0.412,37
209573,0.346,0.0371,40
211766,0.667,0.46,53
223920,0.738,0.0332,46
159589,0.829,0.069,45
217907,0.326,0.0691,43
197787,0.777,0.0408,51
252360,0.676,0.14,40
185870,0.504,0.0549,45
202187,0.741,0.0639,39
237456,0.859,0.0847,41
164490,0.647,0.0356,43
370027,0.471,0.159,43
300133,0.529,0.119,42
259920,0.65,0.0525,46
220024,0.74,0.0532,52
215413,0.492,0.0415,42
176811,0.514,0.377,41
210507,0.504,0.215,43
202303,0.602,0.243,40
253187,0.621,0.0295,39
186840,0.621,0.0788,53
239213,0.741,0.0404,47
202533,0.688,0.0315,52
243138,0.581,0.2,45
224313,0.721,0.0799,47
218976,0.735,0.0637,41
197374,0.892,0.0753,66
217040,0.5,0.0631,48
342360,0.629,0.0244,48
153319,0.864,0.392,46
293640,0.816,0.106,42
336413,0.534,0.0601,45
228973,0.643,0.298,44
206557,0.517,0.0495,44
217596,0.708,0.0316,47
194561,0.662,0.179,39
204573,0.53,0.0583,40
293640,0.685,0.121,45
223681,0.69,0.113,47
198430,0.725,0.224,45
228319,0.881,0.351,46
283627,0.583,0.0414,40
228520,0.611,0.0558,44
197480,0.509,0.0528,44
147759,0.607,0.15,45
141380,0.602,0.227,39
176278,0.705,0.0524,42
163453,0.454,0.035,45
212421,0.726,0.0749,46
177228,0.677,0.196,48
181122,0.808,0.132,46
150700,0.423,0.12,45
212573,0.425,0.0819,45
142280,0.619,0.0757,42
181027,0.465,0.125,44
204053,0.421,0.04,38
76053,0.629,0.0521,46
217840,0.571,0.0506,44
188398,0.621,0.0816,41
205093,0.37,0.0421,41
146000,0.837,0.121,39
73077,0.574,0.701,44
181120,0.624,0.0306,44
195618,0.707,0.05,44
138902,0.791,0.102,42
209240,0.92,0.258,41
162562,0.853,0.134,44
239573,0.697,0.142,43
233053,0.63,0.3,55
44722,0.808,0.132,43
208857,0.437,0.0375,41
249920,0.675,0.0363,39
167095,0.381,0.296,48
193548,0.513,0.126,52
260667,0.373,0.0454,41
125770,0.469,0.0352,43
179667,0.773,0.0338,44
282600,0.79,0.0363,46
279733,0.623,0.245,47
204867,0.596,0.0345,59
523613,0.417,0.0486,50
254693,0.566,0.0459,51
158350,0.501,0.338,41
260307,0.671,0.32,45
166870,0.691,0.0429,32
253825,0.549,0.423,47
327520,0.612,0.118,42
114121,0.79,0.285,39
234787,0.443,0.0318,37
160000,0.72,0.306,39
203080,0.842,0.0927,41
279067,0.477,0.0314,37
213079,0.569,0.044,38
189573,0.791,0.0475,45
170227,0.557,0.137,44
197333,0.747,0.0794,41
250722,0.821,0.0473,46
199613,0.622,0.134,37
218715,0.288,0.0369,40
209633,0.721,0.0546,39
176632,0.705,0.0535,39
218855,0.643,0.0756,42
271386,0.565,0.166,38
312587,0.754,0.028,41
138427,0.895,0.0394,47
221050,0.505,0.0401,49
202840,0.532,0.0577,41
201026,0.511,0.356,41
255267,0.741,0.0867,41
264147,0.769,0.0891,46
222413,0.491,0.0369,47
222667,0.369,0.0353,37
241373,0.701,0.0418,41
215693,0.442,0.0296,44
209029,0.461,0.111,40
193302,0.685,0.366,47
200488,0.615,0.0418,43
147000,0.672,0.0565,53
277000,0.671,0.0345,44
186573,0.864,0.0927,48
206089,0.507,0.111,43
252200,0.485,0.195,39
206453,0.471,0.0289,36
219173,0.593,0.0579,40
174500,0.536,0.0786,44
179867,0.489,0.0649,36
186693,0.797,0.0573,47
183200,0.685,0.0618,46
174243,0.371,0.0327,44
343827,0.396,0.0468,45
286640,0.718,0.0567,43
85586,0.51,0.0957,46
220547,0.605,0.15,48
220320,0.831,0.0429,49
120053,0.905,0.0501,44
331381,0.648,0.176,39
308000,0.756,0.0459,55
272720,0.651,0.11,43
245027,0.667,0.0513,48
140057,0.626,0.033,38
248537,0.603,0.0455,37
351606,0.851,0.0618,54
237076,0.578,0.118,43
236813,0.733,0.0967,40
279537,0.5,0.0455,39
271560,0.804,0.0344,43
237200,0.546,0.0564,43
321200,0.832,0.0513,44
172119,0.784,0.0284,43
174589,0.551,0.0512,39
365947,0.759,0.219,46
514520,0.602,0.0712,43
216400,0.772,0.0741,47
205773,0.638,0.169,54
177197,0.748,0.0395,37
183000,0.846,0.046,40
272053,0.627,0.0294,43
191430,0.678,0.0376,47
230086,0.524,0.28,47
107280,0.565,0.0866,45
264667,0.58,0.0297,43
266125,0.536,0.0695,47
282373,0.755,0.0786,41
214995,0.634,0.0606,47
236893,0.574,0.111,40
199149,0.637,0.137,40
222836,0.564,0.345,45
212923,0.694,0.0628,42
229333,0.487,0.0487,50
264181,0.49,0.0546,41
301330,0.379,0.0608,41
241707,0.391,0.0299,40
169992,0.585,0.362,39
204480,0.646,0.0373,40
136764,0.733,0.0782,45
224973,0.62,0.0599,45
244867,0.631,0.101,40
197344,0.425,0.143,46
299360,0.633,0.0272,51
222800,0.554,0.112,48
242243,0.602,0.0402,37
201924,0.369,0.041,40
216707,0.847,0.0564,46
242773,0.488,0.284,43
198818,0.444,0.0571,41
365560,0.383,0.0353,41
206333,0.415,0.057,58
210248,0.869,0.127,41
307107,0.581,0.0953,49
238952,0.681,0.147,48
187925,0.762,0.208,44
164533,0.751,0.0451,49
178547,0.55,0.0451,42
218640,0.752,0.119,43
210520,0.358,0.0377,38
452501,0.416,0.152,40
331867,0.698,0.0327,47
351895,0.632,0.0404,47
251667,0.572,0.104,39
302467,0.585,0.0439,42
156310,0.445,0.0664,45
118693,0.527,0.113,45
247253,0.633,0.0855,43
220333,0.759,0.0682,40
220693,0.673,0.0316,43
174953,0.67,0.0321,54
206040,0.823,0.288,40
248467,0.423,0.0376,43
249253,0.526,0.222,44
217200,0.817,0.0998,46
222853,0.709,0.196,45
256813,0.572,0.0495,43
269667,0.724,0.0296,44
230270,0.382,0.423,46
241533,0.647,0.0422,47
191450,0.742,0.0557,42
222827,0.655,0.0352,42
208960,0.674,0.127,47
199292,0.753,0.0474,42
269133,0.764,0.179,52
238853,0.924,0.0469,43
255733,0.679,0.0818,46
233571,0.553,0.0953,41
235262,0.644,0.0394,44
236493,0.708,0.148,42
126514,0.777,0.0597,43
197999,0.463,0.0439,40
173458,0.46,0.105,42
163773,0.585,0.0976,40
136143,0.536,0.304,40
215902,0.68,0.144,44
251240,0.821,0.0525,43
253965,0.596,0.0605,42
195406,0.478,0.0317,41
178809,0.635,0.0609,42
226909,0.479,0.228,39
247213,0.589,0.262,39
420465,0.553,0.0406,40
201770,0.698,0.0351,42
219520,0.758,0.062,45
247680,0.668,0.0361,46
238449,0.619,0.243,40
210387,0.571,0.0485,46
211987,0.744,0.0376,36
254493,0.658,0.0645,51
326227,0.783,0.299,43
206176,0.844,0.182,43
209141,0.762,0.0405,44
284760,0.752,0.083,44
213001,0.61,0.0506,49
182143,0.491,0.0383,39
240412,0.439,0.0551,34
180747,0.555,0.0992,43
224120,0.362,0.0474,45
264760,0.668,0.041,49
259840,0.807,0.06,40
119547,0.764,0.371,46
177827,0.894,0.151,45
194707,0.77,0.0451,39
176043,0.654,0.0562,46
148183,0.65,0.272,43
173793,0.782,0.067,40
225947,0.55,0.0706,43
181315,0.702,0.043,42
193608,0.588,0.725,42
162704,0.785,0.0445,43
189778,0.661,0.0305,41
208500,0.618,0.0743,40
178373,0.694,0.255,44
180062,0.672,0.465,38
241440,0.738,0.0347,49
205470,0.268,0.033,44
70253,0.378,0.258,41
368533,0.324,0.103,42
178160,0.709,0.09,40
211785,0.447,0.144,42
337467,0.628,0.0325,44
380133,0.693,0.0281,43
245574,0.538,0.321,40
219385,0.641,0.0352,45
244800,0.553,0.0399,42
78200,0.662,0.0679,43
140117,0.786,0.2,42
219568,0.893,0.137,44
189884,0.883,0.271,40
284813,0.293,0.0465,39
206312,0.637,0.0538,48
246773,0.844,0.0533,42
222149,0.603,0.0641,42
271800,0.736,0.05,47
234120,0.372,0.046,39
144229,0.569,0.0393,37
192052,0.528,0.0741,40
151955,0.802,0.365,48
246600,0.688,0.0271,45
239787,0.527,0.0426,46
243252,0.813,0.176,45
178193,0.756,0.122,48
304240,0.683,0.035,42
218000,0.817,0.0627,41
279893,0.78,0.0478,44
266250,0.536,0.371,45
232640,0.611,0.0609,43
223395,0.817,0.0445,50
255173,0.76,0.0498,43
276813,0.787,0.241,43
203643,0.899,0.0726,51
200680,0.689,0.0485,53
63158,0.6,0.139,39
177840,0.596,0.0497,39
138300,0.697,0.0477,42
267328,0.753,0.0958,43
163438,0.621,0.0453,45
243715,0.516,0.344,40
272366,0.746,0.653,44
238573,0.528,0.0453,52
265819,0.662,0.0633,38
231920,0.645,0.0756,44
195419,0.688,0.0596,42
188533,0.762,0.0524,41
254136,0.823,0.232,40
192133,0.277,0.0415,42
200573,0.715,0.0653,50
245455,0.944,0.133,39
208615,0.81,0.0569,40
213063,0.736,0.0267,44
278152,0.751,0.0408,42
258747,0.526,0.24,41
196107,0.717,0.0375,49
229900,0.591,0.0799,45
254813,0.518,0.0513,44
239853,0.639,0.0467,44
219420,0.688,0.181,50
298227,0.556,0.0367,43
223613,0.763,0.0363,44
333762,0.738,0.361,43
306693,0.867,0.167,42
224842,0.581,0.0379,41
317747,0.652,0.093,43
212500,0.504,0.109,45
228942,0.594,0.0368,38
312200,0.592,0.243,51
278253,0.676,0.0658,40
184813,0.723,0.0356,43
248507,0.73,0.0374,42
130667,0.802,0.343,45
266747,0.562,0.0402,45
217293,0.514,0.0714,46
224842,0.555,0.0356,46
274080,0.541,0.045,45
322120,0.891,0.351,44
213829,0.713,0.149,45
214637,0.523,0.0635,39
153552,0.806,0.0582,39
168568,0.776,0.0971,39
186747,0.792,0.0909,41
218253,0.544,0.0825,41
245000,0.76,0.102,39
240760,0.812,0.0772,38
176333,0.802,0.0381,41
212333,0.735,0.0554,44
223920,0.338,0.0481,40
259533,0.609,0.0328,46
304556,0.291,0.0294,43
192632,0.732,0.0604,46
231187,0.7,0.0942,42
191771,0.891,0.27,65
316307,0.843,0.382,45
164304,0.742,0.089,45
253027,0.446,0.0318,39
243000,0.578,0.0939,43
244507,0.78,0.0462,46
185227,0.823,0.156,38
176379,0.804,0.141,40
225963,0.841,0.157,46
196213,0.663,0.0488,49
132453,0.458,0.0536,49
226099,0.608,0.039,46
313529,0.675,0.0422,41
179351,0.804,0.368,41
228920,0.597,0.0569,45
196669,0.648,0.101,46
222573,0.498,0.0699,40
161033,0.847,0.181,40
200547,0.544,0.0697,44
84827,0.667,0.527,38
173920,0.655,0.0577,44
189000,0.553,0.1,45
210344,0.512,0.101,45
244573,0.635,0.039,43
203880,0.576,0.223,46
167253,0.752,0.0506,40
252424,0.398,0.328,41
201643,0.715,0.075,38
218787,0.605,0.0775,46
278570,0.734,0.0891,47
294560,0.693,0.313,43
209013,0.682,0.108,43
128764,0.877,0.11,43
259867,0.571,0.285,43
280421,0.531,0.0296,48
181067,0.284,0.049,39
194783,0.83,0.0481,46
131573,0.558,0.289,39
263053,0.308,0.0528,43
244041,0.584,0.179,54
191866,0.71,0.243,45
269230,0.597,0.054,43
225720,0.699,0.0431,46
361983,0.588,0.0308,43
219000,0.468,0.149,45
151429,0.768,0.0368,46
224333,0.397,0.183,44
207334,0.417,0.0902,43
274960,0.687,0.03,42
243440,0.552,0.0376,46
280010,0.578,0.0365,37
226427,0.589,0.101,46
196236,0.534,0.267,43
278298,0.695,0.355,49
249267,0.586,0.0755,40
150118,0.722,0.383,41
240813,0.822,0.0542,49
216333,0.525,0.0324,46
193853,0.551,0.173,47
308600,0.698,0.115,45
226499,0.591,0.0326,43
155465,0.526,0.0511,47
162299,0.538,0.155,40
205907,0.718,0.0421,47
177664,0.926,0.111,43
208135,0.614,0.0734,42
250533,0.782,0.14,46
207968,0.455,0.0412,40
202632,0.775,0.0849,47
187803,0.367,0.0322,40
317869,0.64,0.0569,44
376486,0.535,0.042,40
112493,0.602,0.0378,45
146027,0.732,0.167,46
222413,0.415,0.179,44
202102,0.779,0.333,40
215560,0.662,0.194,48
262107,0.513,0.377,42
135507,0.44,0.0301,42
194213,0.725,0.194,42
247063,0.577,0.0785,46
322093,0.247,0.0941,39
161213,0.673,0.274,40
349667,0.517,0.0412,43
241880,0.716,0.0611,40
168093,0.58,0.164,61
227688,0.562,0.0586,40
239573,0.534,0.0562,42
245564,0.662,0.0321,46
159333,0.877,0.262,43
452755,0.429,0.0475,45
257297,0.62,0.128,46
252494,0.581,0.0309,42
149852,0.624,0.0985,42
197080,0.741,0.191,40
234344,0.623,0.2,39
274320,0.427,0.165,39
143859,0.724,0.0489,46
169293,0.675,0.0566,50
209253,0.596,0.146,43
262307,0.413,0.0603,42
195293,0.938,0.114,43
214893,0.678,0.206,46
229800,0.732,0.0991,42
274760,0.453,0.088,52
228693,0.688,0.0607,44
267253,0.805,0.0785,52
230417,0.551,0.487,41
233320,0.373,0.0342,45
226679,0.462,0.0516,53
250480,0.59,0.0415,41
220889,0.639,0.0316,48
233483,0.622,0.053,54
177373,0.552,0.363,43
322227,0.631,0.0719,41
249333,0.587,0.194,44
199536,0.467,0.0332,50
169907,0.56,0.034,39
237533,0.754,0.0331,42
155670,0.529,0.0817,45
181307,0.679,0.0645,39
229947,0.654,0.105,43
268511,0.528,0.0325,52
243107,0.533,0.0474,51
239867,0.581,0.0646,44
180680,0.593,0.273,45
235840,0.683,0.0934,39
272093,0.64,0.0497,46
167605,0.57,0.0649,39
289587,0.718,0.0351,41
174747,0.75,0.0336,39
195140,0.586,0.0292,39
245394,0.613,0.136,41
175135,0.569,0.0439,30
181947,0.645,0.0285,50
297273,0.584,0.0407,42
248761,0.752,0.069,42
199613,0.611,0.0401,44
255227,0.566,0.0346,44
239893,0.91,0.254,45
284800,0.871,0.265,41
194429,0.855,0.314,45
179707,0.575,0.0707,41
280827,0.535,0.424,41
277153,0.605,0.0367,43
298142,0.599,0.0597,47
257707,0.574,0.0919,44
177507,0.589,0.244,42
218361,0.951,0.442,38
222945,0.534,0.0483,36
265351,0.558,0.256,40
195994,0.47,0.0347,43
135416,0.759,0.0419,42
264667,0.661,0.0537,41
255402,0.493,0.202,46
194851,0.795,0.369,64
235667,0.707,0.0346,37
242375,0.729,0.23,49
303200,0.532,0.0459,38
221657,0.842,0.0884,42
178000,0.772,0.321,45
199267,0.719,0.0452,42
264480,0.634,0.0487,42
148173,0.921,0.0594,46
193869,0.855,0.102,44
324818,0.902,0.155,46
155711,0.523,0.0299,44
174316,0.823,0.105,41
290387,0.763,0.21,44
222800,0.746,0.049,40
189347,0.521,0.0895,59
177143,0.708,0.239,41
264653,0.598,0.176,41
120012,0.823,0.0551,48
185173,0.807,0.0295,20
209867,0.691,0.0972,40
175813,0.682,0.204,42
229387,0.46,0.0307,46
196015,0.371,0.0338,45
236360,0.353,0.151,44
157408,0.573,0.0554,42
324600,0.6,0.0622,38
315333,0.689,0.155,38
239579,0.402,0.104,50
241173,0.653,0.0311,44
238504,0.779,0.0545,43
238093,0.793,0.0372,38
201020,0.454,0.342,38
235720,0.626,0.0523,47
245426,0.778,0.129,49
204600,0.313,0.0293,42
205027,0.592,0.0893,40
211812,0.705,0.0777,42
189747,0.582,0.0596,44
96973,0.435,0.0426,41
201231,0.703,0.0621,41
197963,0.632,0.0265,44
206185,0.803,0.311,39
183400,0.434,0.0483,38
314492,0.715,0.0695,47
226524,0.44,0.476,51
204383,0.497,0.323,38
391040,0.734,0.0711,42
353267,0.85,0.0297,46
274013,0.677,0.04,48
200952,0.752,0.225,39
236000,0.695,0.282,44
307640,0.885,0.33,46
246520,0.615,0.146,42
263760,0.636,0.113,38
233038,0.602,0.23,38
263187,0.8,0.064,45
186440,0.477,0.421,48
193092,0.795,0.11,46
192059,0.671,0.131,43
194000,0.524,0.146,38
240939,0.446,0.264,47
199360,0.638,0.0439,47
224000,0.527,0.0358,42
290000,0.309,0.0517,45
236653,0.806,0.319,41
302571,0.494,0.0465,40
239137,0.792,0.337,40
208973,0.698,0.0428,43
230727,0.692,0.359,43
171677,0.74,0.286,40
418573,0.367,0.19,38
182827,0.695,0.0652,40
314627,0.496,0.0907,46
64627,0.656,0.1,46
181333,0.689,0.146,45
247623,0.693,0.0425,53
258504,0.553,0.0812,52
190015,0.747,0.127,38
202533,0.721,0.0581,37
262698,0.829,0.124,46
196787,0.48,0.0622,44
193760,0.712,0.0484,45
321080,0.574,0.193,42
144231,0.743,0.214,43
426760,0.52,0.392,45
180960,0.855,0.131,39
281629,0.393,0.0319,52
186000,0.58,0.057,42
195587,0.633,0.285,47
223493,0.642,0.301,44
255720,0.599,0.0239,1
73442,0.586,0.0475,44
246000,0.495,0.0502,55
305840,0.563,0.0894,39
202080,0.829,0.0414,53
286773,0.464,0.144,43
246227,0.74,0.157,43
192133,0.531,0.0529,48
163836,0.684,0.0375,53
168031,0.907,0.131,41
213093,0.642,0.0366,51
184000,0.412,0.138,39
272160,0.711,0.0571,50
272360,0.729,0.041,44
196027,0.538,0.0389,43
217440,0.524,0.0788,46
211347,0.648,0.0447,39
222040,0.741,0.0555,47
175987,0.828,0.0656,42
311533,0.615,0.047,42
272436,0.639,0.0451,44
230107,0.643,0.0889,42
176852,0.675,0.0402,40
168019,0.719,0.222,38
285227,0.423,0.0995,38
